AO-nr.;AO-type;Oppgave/feilbeskrivelse;Reg.nr.;Utstyrsgruppe;Modell;Seneste PV;Neste PV;Oppdatert;Oppdatert av Sign;Reg. dato;Ferdig;Sign;Teknisk beskrivelse;Plassering (utstyr);Gruppe;Kundekode;Kunde;Sak;Kundetekst;Totalt;Nedetid;Plassering;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST000405;Normal/Akutt;;001073;Ventilator, intensiv, voksen/barn;E037E-SV 900B;;;;;09.09.1993;09.09.1993;Rune Aalberg (aaruau);"1000-TIMER.  UTFØRT 1000-TIMERS SERVICE. ANTAGELIG EN LEKKASJE I              
GASSMIKSEREN. DENNE BLIR SENDT TIL REP. NÅR UTBYTTE- MIKSEREN KOMMER.";"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;5-1;"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;27,00;"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST000406;Normal/Akutt;;001073;Ventilator, intensiv, voksen/barn;E037E-SV 900B;;;;;24.04.1996;24.04.1996;* Espen HELLANG (EH);"NESTENUHELL MED FORDAMPEREN  BRUKERNE HADDE IKKE KOPLET FORDAMPEREN SKIKKELIG 
TIL SERVOEN. HENDELSEN MELDT, OG SERVOEN LEVERT UT IGJEN,";"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;5-1;"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST000407;Normal/Akutt;;001074;Ventilator, intensiv, voksen/barn;E347E SV 900C;28.08.1997;;;;06.02.1995;06.02.1995;Rune Aalberg (aaruau);"UTÅNDET MINUTTVOLUM LIK 0.                                                    
BYTTET FLOWTRANSDUCER. KALIBRERT I HENHOLD TIL PROSEDYRE.";"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;5-1;"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;4,00;"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST000408;Normal/Akutt;;001074;Ventilator, intensiv, voksen/barn;E347E SV 900C;28.08.1997;;;;01.01.1980;01.01.1980;* Originale data (!SYS);"ALARMERTE PÅ 10 CMH20, VED INNSTILT ALARMGRENSE PÅ 80 CMH20. KONTROLLERT AV   
SIEMENS UTEN AT NOEN FEIL BLE FUNNET.";"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;5-1;"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST000409;Normal/Akutt;;001074;Ventilator, intensiv, voksen/barn;E347E SV 900C;28.08.1997;;;;01.01.1980;01.01.1980;* Originale data (!SYS);"GAV ALARM VED PAS.TRYKK PÅ 20CM H20, MENS TRYKKALARM VAR INNSTILT PÅ 80 CM    
H2O. BYTTET DEFEKT EKSPIRATORISK TRYKKTRANSDUCER, DA FEILEN LOT SEG           
FREMPROVOSERE VED Å BEVEGE DENNE TRANSDUCEREN. SIKKERHETS- OG                 
FUNKSJONSKONTROLLERT.";"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;5-1;"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST000410;Normal/Akutt;;001074;Ventilator, intensiv, voksen/barn;E347E SV 900C;28.08.1997;;;;25.01.1990;25.01.1990;* Originale data (!SYS);"DEFEKT O2-CELLE. VISER FOR LAVE VERDIER.  BYTTET DEFEKT O2-CELLE, CALIBRERT   
APP I LUFT.";"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;5-1;"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST000411;Normal/Akutt;;001074;Ventilator, intensiv, voksen/barn;E347E SV 900C;28.08.1997;;;;06.07.1990;06.07.1990;* Originale data (!SYS);"VISTE FOR LAVE VERDIER PÅ O2.  BYTTET DEFEKT O2-CELLE. KALIBRERT FUNKSJONS OG 
SIKKERHETSKONTROLLERT.";"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;5-1;"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;2,00;"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST000412;Normal/Akutt;;001074;Ventilator, intensiv, voksen/barn;E347E SV 900C;28.08.1997;;;;04.10.1990;04.10.1990;* Originale data (!SYS);"HADDE IKKE INTERNT AVSUG FOR FJERNING AV EVENTUELL LYSTGASS I PNEUMATIKK      
ENHET. MONTERT I NY SIKKERHETSVENTIL, FOR LUKKET SYSTEM, EVAC.UNIT OG         
SLANGER. SIKKERHETS OG FUNKSJONSTESTET. FUNNET OK.";"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;5-1;"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;24,00;"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST000413;Normal/Akutt;;001074;Ventilator, intensiv, voksen/barn;E347E SV 900C;28.08.1997;;;;12.02.1991;12.02.1991;* Originale data (!SYS);"DEFEKT O2-CELLE.  BYTTET OG JUSTERT OPP NY O2-CELLE. SIKKERHETSTESTET, FUNNET 
OK.";"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;5-1;"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;2,00;"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST000414;Normal/Akutt;;001074;Ventilator, intensiv, voksen/barn;E347E SV 900C;28.08.1997;;;;11.03.1991;11.03.1991;* Originale data (!SYS);DÅRLIG KONTAK I NETTLEDNING  UTBEDRET VAKKEL I NETTKABEL VED STØPSEL;"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;5-1;"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST000415;Normal/Akutt;;001074;Ventilator, intensiv, voksen/barn;E347E SV 900C;28.08.1997;;;;26.01.1995;26.01.1995;Rune Aalberg (aaruau);"ØDELAGT TILKOBLINSSTUSS TIL EJEKTOR.  SKIFTET HURTIGKOBLING, GASSUTLØP PÅ     
EJEKTORSUG.";"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;5-1;"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;164,00;"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST000416;Normal/Akutt;;001074;Ventilator, intensiv, voksen/barn;E347E SV 900C;28.08.1997;;;;16.10.1991;16.10.1991;Rune Aalberg (aaruau);"MINUTTVOLUM AVLESNING FOR HØY I FORHOLD TIL INNSTILT. USTABILT POTENSIOMETER. 
SKIFTET POTENSIOMETER OG KALIBRERT. TESTET: OK!";"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;5-1;"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST000477;Normal/Akutt;;001115;Ventilator, intensiv, voksen/barn;E037E-SV 900B;;;;;01.01.1980;01.01.1980;* Originale data (!SYS);;"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;5-1;"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST000478;Normal/Akutt;;001115;Ventilator, intensiv, voksen/barn;E037E-SV 900B;;;;;01.01.1980;01.01.1980;* Originale data (!SYS);1000-TIMERS SERVICE BYTTET FILTERHUS + GRØNNLAMPE;"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;5-1;"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST000479;Normal/Akutt;;001115;Ventilator, intensiv, voksen/barn;E037E-SV 900B;;;;;28.05.1990;28.05.1990;* Originale data (!SYS);"VISTE 2,5 LITER FOR MYE I EKSPIRERT MIN.VOLUM I FORHOLD TIL INNSTILT          
MIN.VOLUM ETTERJUSTERT INSPIRATORISK OG EKSPIRATORISK MIN.VOLUM               
SIKKERHETSTESTET OG FUNKSJONSTESTET, FUNNET OK.";"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;5-1;"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;1,00;"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST000480;Normal/Akutt;;001115;Ventilator, intensiv, voksen/barn;E037E-SV 900B;;;;;13.12.1990;13.12.1990;* Originale data (!SYS);"1000-TIMERS SERVICE.  UTFØRT 1000-TIMERS SERVICE. RETTET OPP FUNKSJONSVELGER  
FOR INSP. TID %, DA DENNE VAR MULIG Å SETTE TIL 70 % UTEN Å TRYKKE INN        
SPERRE- KNAPP (APP. VAR MODIFISERT). KUNNE VED Å SETTE INSP. TID OG PAUSETID  
FEIL, RISIKERE AT EKSP. UTEBLE. SIKKERHETS OG FUNKSJONSTESTET";"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;5-1;"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;24,00;"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST000481;Normal/Akutt;;001115;Ventilator, intensiv, voksen/barn;E037E-SV 900B;;;;;22.05.1991;22.05.1991;* Originale data (!SYS);"PÅKREVD 1000-TIMERS SERVICE.  UTFØRT 1000-TIMERS SERVICE, BYTTET DEFEKT       
NETT-LAMPE. SIKKERHETS OG FUNKSJONSTESTET, FUNNET OK.";"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;5-1;"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;24,00;"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST000482;Normal/Akutt;;001115;Ventilator, intensiv, voksen/barn;E037E-SV 900B;;;;;10.02.1993;10.02.1993;Rune Aalberg (aaruau);"MIN.VOL. FOR HØYT, 12L I STEDET FOR 10L  1000-TIMERS SERVICE UTFØRT.          
KALIBRERING MÅTTE GJØRES.";"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;5-1;"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;503,00;"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST000483;Normal/Akutt;;001115;Ventilator, intensiv, voksen/barn;E037E-SV 900B;;;;;24.11.1993;24.11.1993;Rune Aalberg (aaruau);"''0'' PÅ DISPLAY PÅ O2.  1000-TIMER SERVICE MED 02-CELLE-SKIFTE UTFØRT. TESTET  
OK!";"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;5-1;"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;2,00;"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
